countRequestsGET,countRequestsPOST,avgBytesSELECT,avgBytesDELETE,avgBytesUPDATE,avgBytesINSERT,avgOtherSQL,controller_1,controller_2,controller_3,controller_4,controller_5,controller_6,controller_7,controller_8,controller_9,controller_10,controller_11,Malicious
3,0,133,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,0,89,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1,0,552,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2,0,681,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2,0,89,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2,0,868,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,0,471,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,0,490,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,1,568,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,0,468,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,0,423,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,0,516,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,0,519,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,0,533,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,1,519,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,1,555,0,0,108,0,0,0,0,0,0,0,1,0,0,0,0,0
1,0,662,54,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2,0,89,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2,0,724,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,1,513,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,1,519,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2,0,471,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2,0,683,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2,0,133,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,0,552,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,0,112,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3,1,906,0,0,486,0,0,0,0,0,0,0,1,0,0,0,0,0
3,0,228,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,1,524,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2,0,820,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2,0,133,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,1,468,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,0,620,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1,0,377,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,0,89,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,0,489,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,1,479,0,0,72,0,0,0,0,0,0,0,0,1,0,0,0,0
1,0,435,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2,0,435,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,0,479,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2,1,823,0,0,144,0,0,0,0,0,0,0,0,1,0,0,0,0
2,0,89,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,1,0,0,0,72,0,0,0,0,0,0,0,0,1,0,0,0,0
1,0,112,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2,0,769,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,1,423,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,0,609,60,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2,0,828,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2,0,133,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,1,483,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,1,0,0,0,72,0,0,0,0,0,0,0,0,1,0,0,0,0
1,0,423,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,1,439,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,0,439,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,0,594,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3,0,423,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2,0,729,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2,0,1382,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,0,724,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2,0,1431,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,0,729,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,0,777,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,0,626,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,0,622,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,0,468,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2,0,158,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,1,208,0,0,42,0,0,0,1,0,0,0,0,0,0,0,0,0
1,0,208,0,0,42,0,0,0,1,0,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1,1,104,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1,0,0,0,0,42,0,0,0,1,0,0,0,0,0,0,0,0,0
1,0,104,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1,0,196,56,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1,0,408,30,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,0,0,0,0,42,0,0,0,0,0,0,0,0,1,0,0,0,0
1,1,0,0,0,42,0,0,0,0,0,0,0,0,1,0,0,0,0
1,0,173,0,0,84,0,0,0,0,0,0,0,0,1,0,0,0,0
2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2,0,94,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2,0,73,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2,0,146,52,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,1,0,0,0,42,0,0,0,0,0,0,1,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,0,435,0,0,42,0,0,0,0,0,0,0,0,0,1,0,0,0
0,1,435,0,0,42,0,0,0,0,0,0,0,0,0,1,0,0,0
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,0,169,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,0,0,0,0,42,0,0,1,0,0,0,0,0,0,0,0,0,0
1,1,158,0,0,126,0,0,0,0,0,0,0,0,0,0,1,0,0
0,1,0,0,0,42,0,0,1,0,0,0,0,0,0,0,0,0,0
4,0,158,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,0,112,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,0,283,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,1,283,0,0,210,0,0,0,0,0,1,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1,0,0,0,0,40,0,0,0,1,0,0,0,0,0,0,0,0,0
0,1,208,0,0,40,0,0,0,1,0,0,0,0,0,0,0,0,0
1,0,295,0,0,160,0,1,0,0,0,0,0,0,0,0,0,0,0
2,1,114,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,1,158,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,0,193,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,0,420,54,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,1,145,0,0,126,0,0,0,0,0,0,0,1,0,0,0,0,0
2,0,221,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,0,397,0,0,42,0,0,0,0,0,0,0,1,0,0,0,0,0
1,1,0,0,0,40,0,0,0,1,0,0,0,0,0,0,0,0,0
0,1,81,0,0,84,0,0,0,1,0,0,0,0,0,0,0,0,0
1,0,208,28,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,1,89,0,0,84,0,0,0,0,0,0,0,0,0,1,0,0,0
1,0,89,0,0,84,0,0,0,0,0,0,0,0,0,1,0,0,0
1,0,178,0,0,42,0,0,0,0,0,0,0,1,0,0,0,0,0
1,1,209,0,0,168,0,0,0,0,0,0,0,1,0,0,0,0,0
1,1,133,0,0,126,0,0,0,0,0,0,0,1,0,0,0,0,0
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2,0,0,0,0,42,0,0,1,0,0,0,0,0,0,0,0,0,0
0,1,0,0,0,42,0,0,0,0,0,1,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0,1,300,0,0,168,0,0,0,0,0,1,0,0,0,0,0,0,0
1,0,226,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,1,272,0,0,200,0,0,0,0,0,1,0,0,0,0,0,0,0
0,1,422,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,0,272,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,1,226,0,0,152,0,0,0,0,0,1,0,0,0,0,0,0,0
2,0,388,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,0,0,0,0,38,0,0,1,0,0,0,0,0,0,0,0,0,0
0,1,0,0,0,38,0,0,1,0,0,0,0,0,0,0,0,0,0
0,1,300,0,0,152,0,0,0,0,0,1,0,0,0,0,0,0,0
0,1,335,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,1,295,0,0,0,2028,1,0,0,0,0,0,0,0,0,0,0,0
1,0,295,0,0,0,2028,1,0,0,0,0,0,0,0,0,0,0,0
2,1,425,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2,0,193,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,0,221,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2,0,146,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2,1,171,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2,0,262,60,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3,0,89,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,1,417,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,0,606,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,0,417,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,0,413,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2,0,1157,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,0,618,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,0,318,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,0,272,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,0,125,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,0,559,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,0,564,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,0,619,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,0,664,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,0,317,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,1,204,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,1,506,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,0,173,60,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,0,505,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2,0,344,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,0,344,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,0,295,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,1,295,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,0,177,52,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,1,169,0,0,76,0,0,0,0,0,0,1,0,0,0,0,0,0
0,1,0,0,0,42,0,0,0,0,0,0,1,0,0,0,0,0,0
2,0,0,0,0,42,0,0,0,0,0,0,1,0,0,0,0,0,0
1,1,146,0,0,42,0,0,0,0,0,0,1,0,0,0,0,0,0
2,0,177,52,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,0,81,0,0,84,0,0,0,1,0,0,0,0,0,0,0,0,0
2,0,81,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,1,104,0,0,84,0,0,0,1,0,0,0,0,0,0,0,0,0
1,0,81,56,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1,0,162,0,0,42,0,0,0,1,0,0,0,0,0,0,0,0,0
0,1,0,0,0,42,0,0,0,1,0,0,0,0,0,0,0,0,0
1,0,265,0,0,84,0,0,0,0,0,0,0,1,0,0,0,0,0
0,1,265,0,0,84,0,0,0,0,0,0,0,1,0,0,0,0,0
1,0,89,0,0,84,0,0,0,0,0,0,0,1,0,0,0,0,0
0,1,89,0,0,84,0,0,0,0,0,0,0,1,0,0,0,0,0
0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,0,217,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,0,327,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1,0,394,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2,0,73,0,0,0,634,0,0,0,0,0,1,0,0,0,0,0,0
0,1,173,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,1,0,0,0,0,362,0,0,0,0,0,1,0,0,0,0,0,0
1,0,0,0,0,0,362,0,0,0,0,0,1,0,0,0,0,0,0
2,1,0,0,0,0,317,0,0,0,0,0,1,0,0,0,0,0,0
1,1,0,0,0,38,0,0,0,0,0,0,1,0,0,0,0,0,0
2,1,188,0,37,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,1,94,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2,1,0,0,0,40,0,0,0,1,0,0,0,0,0,0,0,0,0
1,0,145,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2,0,145,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3,0,236,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,1,221,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,1,157,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2,0,505,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,1,188,0,37,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2,0,114,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,1,114,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,0,248,56,0,126,0,0,0,1,0,0,0,0,0,0,0,0,0
0,1,248,56,0,126,0,0,0,1,0,0,0,0,0,0,0,0,0
0,1,0,0,0,40,0,0,0,1,0,0,0,0,0,0,0,0,0
2,0,162,0,0,42,0,0,0,1,0,0,0,0,0,0,0,0,0
0,1,0,0,0,63,0,0,0,0,0,0,0,0,0,1,0,0,0
0,1,114,0,0,80,0,0,0,0,0,0,0,0,0,1,0,0,0
1,0,114,0,0,80,0,0,0,0,0,0,0,0,0,1,0,0,0
0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,0,208,0,0,40,0,0,0,1,0,0,0,0,0,0,0,0,0
1,1,104,0,0,80,0,0,0,1,0,0,0,0,0,0,0,0,0
1,0,114,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,1,89,0,0,76,0,0,0,0,0,0,0,0,0,0,1,0,0
1,0,89,0,0,76,0,0,0,0,0,0,0,0,0,0,1,0,0
3,0,262,0,0,76,0,0,0,0,0,0,0,0,0,0,1,0,0
