countRequestsGET,countRequestsPOST,avgBytesSELECT,avgBytesDELETE,avgBytesUPDATE,avgBytesINSERT,avgOtherSQL,controller_1,controller_2,controller_3,controller_4,controller_5,controller_6,controller_7,controller_8,controller_9,controller_10,controller_11,Malicious
1,0,283,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,1,545,0,0,76,0,0,0,0,0,1,0,0,0,0,0,0,0
0,1,112,0,0,76,0,0,0,0,0,1,0,0,0,0,0,0,0
1,1,0,0,0,38,0,0,0,0,0,0,0,0,1,0,0,0,0
0,1,0,0,0,38,0,0,0,0,0,0,0,0,1,0,0,0,0
1,0,245,0,0,38,0,0,0,0,0,0,0,1,0,0,0,0,0
1,0,0,0,0,38,0,0,0,0,0,0,0,0,1,0,0,0,0
3,0,359,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,1,89,0,0,0,628,0,0,0,0,0,0,1,0,0,0,0,0
1,0,355,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,1,146,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,1,178,0,0,84,0,0,0,0,0,0,0,0,0,0,1,0,0
1,0,178,0,0,42,0,0,0,0,0,0,0,0,0,0,1,0,0
1,1,89,0,0,84,0,0,0,0,0,0,0,0,0,0,1,0,0
1,1,133,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2,1,89,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,1,191,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,1,146,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3,0,133,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,1,178,0,0,84,0,0,0,0,0,0,0,0,0,1,0,0,0
1,0,243,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,1,136,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,0,136,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,1,470,0,0,294,0,0,0,0,0,1,0,0,0,0,0,0,0
1,0,811,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,1,811,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,1,811,0,0,630,0,0,0,0,0,0,0,0,0,0,1,0,0
1,0,811,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2,1,373,0,0,336,0,0,0,0,0,0,0,0,0,0,1,0,0
0,1,871,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2,0,871,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,0,861,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,1,761,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,1,893,0,0,168,0,0,0,0,0,0,0,0,0,0,1,0,0
1,1,893,0,0,168,0,0,0,0,0,0,0,0,0,0,1,0,0
1,1,811,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,1,858,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,0,858,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,0,978,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3,0,130,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,1,811,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2,0,811,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2,0,900,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,1,852,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,0,811,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,1,112,0,0,76,0,0,0,0,0,0,1,0,0,0,0,0,0
0,1,861,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,1,961,0,0,54,0,0,0,0,0,0,0,1,0,0,0,0,0
1,1,961,0,0,54,0,0,0,0,0,0,0,1,0,0,0,0,0
0,1,811,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,1,1051,27,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2,0,1139,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,1,1054,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,1,847,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,0,711,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,1,811,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,0,811,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,1,861,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,0,861,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,1,860,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,0,563,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,0,852,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,1,852,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2,0,811,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,0,811,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2,0,961,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,1,811,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,2,893,0,0,288,0,0,0,0,0,0,0,0,1,0,0,0,0
1,1,849,0,0,216,0,0,0,0,0,0,0,0,1,0,0,0,0
2,0,1635,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,2,1635,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,1,862,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,1,862,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,1,1421,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,1,1453,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2,0,241,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,1,166,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1,1,1999,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2,1,408,0,0,143,0,0,0,0,0,1,0,0,0,0,0,0,0
0,1,1458,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,1,1979,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,1,1558,0,0,143,0,0,0,0,0,1,0,0,0,0,0,0,0
0,1,875,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,1,720,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,1,1475,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,1,720,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,0,717,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,1,275,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0,1,125,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,1,1459,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,0,1459,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,1,486,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,1,1126,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,1,712,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1,0,662,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,1,763,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0,1,662,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,1,1410,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,1,932,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1,0,932,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2,0,712,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,2,104,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,1,763,0,0,588,0,0,0,0,0,0,0,0,0,1,0,0,0
0,1,921,30,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,0,763,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,1,808,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,0,808,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,0,372,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,1,809,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1,0,809,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,1,761,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,1,761,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1,0,761,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1,0,761,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2,0,761,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,2,761,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2,0,808,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,1,808,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,0,760,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,1,760,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,0,807,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,1,807,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2,0,807,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,0,760,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,1,760,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2,1,870,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,1,820,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,1,760,0,0,588,0,0,0,0,0,0,0,0,0,0,1,0,0
1,0,820,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,1,820,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,0,825,270,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,1,0,0,0,93,0,0,0,0,0,0,0,0,1,0,0,0,0
0,1,0,0,0,78,0,0,0,0,0,0,0,0,1,0,0,0,0
1,1,0,0,0,78,0,0,0,0,0,0,0,0,1,0,0,0,0
2,0,245,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,0,620,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,0,368,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,1,208,28,0,126,0,0,0,1,0,0,0,0,0,0,0,0,0
1,0,315,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,1,315,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,0,797,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2,0,562,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2,0,544,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,0,686,0,74,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,1,686,0,74,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,0,569,0,0,304,0,0,0,0,0,0,1,0,0,0,0,0,0
1,1,480,0,0,228,0,0,0,0,0,0,1,0,0,0,0,0,0
1,0,655,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,0,213,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,1,89,0,0,0,632,0,0,0,0,0,0,0,0,0,1,0,0
1,0,215,60,0,0,1192,0,0,0,0,0,0,0,0,0,1,0,0
1,0,0,0,0,0,316,0,1,0,0,0,0,0,0,0,0,0,0
1,0,198,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,0,295,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1,1,204,0,0,286,0,0,0,0,0,1,0,0,0,0,0,0,0
1,0,1086,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,0,1089,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,0,646,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,0,911,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,1,1374,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,1,768,0,0,286,0,0,0,0,0,1,0,0,0,0,0,0,0
1,0,862,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,0,285,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,0,637,0,0,76,0,0,0,0,0,0,1,0,0,0,0,0,0
1,1,583,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2,0,580,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1,0,580,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2,0,595,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1,0,595,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2,1,578,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3,0,578,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,1,593,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,1,193,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,1,603,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,0,648,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,1,700,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,1,231,0,0,162,0,0,0,0,0,0,0,1,0,0,0,0,0
1,1,707,0,0,42,0,0,0,0,0,0,0,0,0,1,0,0,0
2,0,653,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,1,653,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,1,655,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,0,655,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,1,707,0,0,42,0,0,0,0,0,0,0,0,0,1,0,0,0
0,1,652,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,0,652,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,0,748,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,1,748,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,1,757,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,1,642,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,1,740,0,0,162,0,0,0,0,0,0,0,1,0,0,0,0,0
1,1,740,0,0,162,0,0,0,0,0,0,0,1,0,0,0,0,0
0,1,603,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,1,603,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2,0,696,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,1,648,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,0,648,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,1,713,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,1,702,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,1,603,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,1,651,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2,0,112,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,1,658,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,1,603,0,0,792,0,0,0,0,0,0,0,0,1,0,0,0,0
0,1,603,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,1,672,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,0,672,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,1,651,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2,0,651,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,1,651,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,1,639,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2,0,639,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,1,603,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,1,603,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,1,112,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,1,735,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2,0,735,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,1,710,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,1,764,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,1,1137,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,1,662,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,1,1029,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,1,710,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3,0,662,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,1,662,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3,0,133,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,1,696,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,0,413,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3,1,754,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,1,710,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,0,711,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,1,711,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,0,112,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,2,709,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,1,81,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2,0,710,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1,0,707,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,1,707,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,1,662,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1,1,662,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,1,709,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1,0,709,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,1,713,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1,0,713,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,1,701,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1,0,701,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2,1,662,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,1,662,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2,1,759,0,0,144,0,0,0,0,0,0,0,0,1,0,0,0,0
0,1,710,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,1,760,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3,0,114,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,1,613,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,2,1290,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2,0,1290,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2,1,721,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,1,771,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,1,721,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,1,712,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,1,803,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2,0,803,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2,1,720,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,1,717,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,1,720,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,0,698,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2,0,758,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2,0,706,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,0,706,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,0,854,120,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3,1,740,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,0,700,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2,0,662,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,0,836,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1,0,711,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1,0,712,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1,0,710,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,1,169,0,0,80,0,1,0,0,0,0,0,0,0,0,0,0,0
2,0,275,0,0,120,0,0,0,0,0,0,0,0,1,0,0,0,0
1,0,188,0,0,40,0,0,0,0,0,0,1,0,0,0,0,0,0
3,0,0,0,0,40,0,0,0,0,0,0,1,0,0,0,0,0,0
3,1,177,0,0,80,0,0,0,0,0,0,1,0,0,0,0,0,0
0,1,0,0,0,59,0,0,0,0,0,0,1,0,0,0,0,0,0
1,0,617,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,0,656,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,1,397,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,0,198,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,1,544,0,0,720,0,0,0,0,0,0,0,0,1,0,0,0,0
1,0,599,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,1,397,0,0,266,0,0,0,0,0,1,0,0,0,0,0,0,0
1,0,397,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,0,89,0,0,76,0,0,0,0,0,0,0,1,0,0,0,0,0
1,1,133,0,0,114,0,0,0,0,0,0,0,1,0,0,0,0,0
2,0,505,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,1,169,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1,0,165,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1,1,169,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2,0,348,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,0,642,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,0,692,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,0,694,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2,0,0,0,0,38,0,0,1,0,0,0,0,0,0,0,0,0,0
1,1,0,0,0,38,0,0,1,0,0,0,0,0,0,0,0,0,0
1,1,330,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,0,393,0,0,84,0,0,0,0,0,0,0,0,0,1,0,0,0
1,1,442,0,0,126,0,0,0,0,0,0,0,0,0,1,0,0,0
2,0,877,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,0,500,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,1,500,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,1,150,0,0,126,0,0,0,0,0,0,0,0,0,1,0,0,0
1,0,591,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,0,587,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,0,498,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2,0,622,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2,0,623,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,1,647,0,0,38,0,0,0,0,0,0,1,0,0,0,0,0,0
1,0,448,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2,1,935,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2,0,210,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,0,150,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,1,448,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,0,497,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,0,81,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2,0,825,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,0,975,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,0,926,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2,0,1335,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,0,906,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,0,915,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,0,383,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,1,961,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,1,1534,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2,1,751,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,1,693,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3,0,204,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2,1,653,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,1,647,0,0,42,0,0,0,0,0,0,0,0,0,1,0,0,0
2,0,171,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,1,171,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,1,1169,0,0,143,0,0,0,0,0,1,0,0,0,0,0,0,0
0,1,917,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,1,1085,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,1,958,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,1,1028,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,1,644,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,1,544,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1,1,1370,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,1,647,0,0,40,0,0,0,1,0,0,0,0,0,0,0,0,0
2,1,104,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,1,112,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2,0,533,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,1,533,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2,1,532,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,1,539,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,1,535,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,0,535,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2,1,889,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,2,889,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,1,631,0,37,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,1,653,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,1,583,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,0,969,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,1,969,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,1,333,0,0,143,0,0,0,0,0,1,0,0,0,0,0,0,0
0,1,283,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,1,740,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
